gene,A1,A2,A3,A4,I1,I2,I3,I4,L1,L2,L3,L4,S1,S2,S3,S4
Gene15875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene15876,0,0,0,0,0,0,0,0.1813744,0,0,0,0,0,0,0,0
Gene15877,0.7954589,0.6200974,0.2799479,0.7977959,0.6369081,0.7231032,0.1676335,0.07007396,1.64E-11,5.24E-35,1.02E-06,5.20E-08,0.4924435,2.70E-06,0.04143885,0.3081783
Gene15878,4.867836,2.586137,3.125242,3.702177,4.334746,3.760579,5.863769,6.607386,5.886711,2.182633,4.879839,0,11.89937,10.60857,13.58444,7.48998
Gene15879,0.06736133,0.3673545,0.5148899,0.6885238,0.29264,0.06289776,1.681311,1.508852,7.25E-20,0.2194385,1.324368,4.66E-38,1.705217,1.850752,0.7111756,1.359157
Gene15880,1.746783,1.864719,0.7714887,2.019569,0.000728399,0.7982981,0.8590371,1.89256,1.83E-19,1.05E-48,4.08E-19,1.01E-37,1.987844,2.63E-24,2.10E-15,2.97E-29
Gene15881,10.95841,10.26706,9.073727,9.070753,7.369013,11.2229,15.60058,14.56967,16.7742,2.031742,24.05536,4.425315,11.19891,15.64368,12.68015,12.75967
Gene15882,2.21E-34,8.53E-34,0.09219325,0.1826453,0.5501196,0.3780475,0.3647021,1.534043,0.3717273,0.5110189,1.53E-33,6.02E-30,0.9794482,1.928051,1.593408,0.7631777
Gene15883,0.05955534,0.02242739,0.208608,0.1210409,0.07617241,0.1945506,0.09172331,0.2166539,0.02595999,0,0.02313262,0,1.249541,0.8299433,1.280494,0.9319235
Gene15884,0.03422695,2.06E-11,0.09364126,0.3077845,0.5409978,0.03234762,0.432562,0.03711283,0.4489678,2.09E-13,1.91E-10,3.30E-14,0.3851144,0.242281,0.23848,4.31E-11
Gene15885,9.01E-22,1.00E-24,1.22E-23,0.3352857,3.28E-22,1.03E-21,7.65E-21,0.0601132,1.33E-20,6.42E-15,1.04E-20,5.68E-21,2.68E-20,6.56E-21,1.02E-19,2.42E-24
Gene15886,0,2.018427,0,0,2.011432,0,1.899233,1.063395,9.870019,0,8.106246,0,1.517655,0,2.447531,6.270419
Gene15887,1.39278,0.3524498,1.100865,0.4128336,0.000258371,0.1512612,1.181815,0.582255,1.04E-06,1.15E-22,3.08E-08,1.39E-05,0.9550522,0.1282131,0.7593724,0.1647694
Gene15888,5.245433,5.996765,4.986259,5.620586,7.494116,4.608861,3.857833,6.246717,0.1115621,0.06955849,0.314573,0.003882245,16.49878,15.20263,20.56619,17.98562
Gene15889,2.163691,2.292938,1.870863,2.486276,1.813742,2.799718,3.797522,3.806935,3.716947,0.610671,7.530091,2.698394,6.641258,6.00842,5.886983,7.717086
Gene15890,2.795729,1.654395,1.317858,1.825486,1.385445,0.7696696,2.265411,0.572479,0.7129983,4.56E-37,0.01598657,7.31E-17,1.82455,0.1340675,0.7229548,0.7941126
Gene15891,0,0,0,0,0,0,0.1538921,0,0.2101857,0,0,1.21473,0,0,0,0
Gene15892,0.5505968,1.124067,0.7502789,1.298278,2.731389,1.913094,3.896325,3.518019,0.1730838,0,0,0.8110212,2.565218,5.537056,2.87321,2.450179
Gene15893,6.83E-17,3.46E-06,3.70E-17,0.01703306,3.27E-21,0.06299941,0.3934548,0.2700088,8.37E-17,1.06E-35,1.18E-09,5.99E-27,4.30E-14,0.07305448,0.08288843,7.20E-24
Gene15894,41.65823,48.72838,49.09904,44.80461,57.75602,60.73295,93.5915,94.39163,70.31412,34.02383,81.27457,35.55916,117.3749,120.138,114.2411,114.8352
Gene15895,0.09538194,0.1888516,0.01719054,0.1532127,0.1085834,0.1317919,7.30E-09,0.3901524,2.34E-19,6.03E-19,2.79E-09,1.06E-21,0.040118,0.203437,0.3761248,0.05738679
Gene15896,0,0,0,0,0.1816425,0,0,0.3240077,0,0,0,0,0.1945775,0.365237,0.2088439,0.4438227
Gene15897,0.8861211,1.182427,1.573156,1.902473,1.850704,0.1804335,0.5701956,0.3075111,0.03907845,3.48E-40,6.84E-14,1.92E-21,5.87E-13,3.46E-17,0.07243135,8.85E-21
Gene15898,0.5019133,0.4728797,0.1867465,0.1257922,1.725519,0.07912761,0.7453998,0.2554533,1.09E-51,0,5.18E-28,0,2.07E-34,0.2727192,0.6352613,1.19E-44
Gene15899,1.97604,4.053665,1.385012,3.052245,2.184842,0.2271341,0.2388474,0.356715,2.07E-10,7.50E-24,7.53E-19,3.15E-10,0.06058112,0.5000745,0.06434916,0.1631747
Gene15900,15.54289,18.74068,14.35225,5.183578,1.232671,16.7641,11.07023,16.4483,0,1.271652,1.570924,7.339845,6.71937,0.8234037,0.4828728,6.141155
Gene15901,0,0,0.7046399,1.351679,0,4.723443,8.510582,11.56184,5.889204,0,17.43208,0,16.41845,9.357408,14.40972,15.39983
Gene15902,0,0,0,2.93E-38,0,0,0,1.27E-39,0,0,0,0,0,6.24E-58,0,5.53E-31
Gene15903,3.03E-29,2.69E-37,0.3428627,8.34E-09,3.65E-32,2.06E-22,4.04E-31,8.54E-38,2.69E-31,1.83E-27,1.19E-31,1.14E-24,4.45E-41,8.96E-39,1.56E-28,1.98E-29
Gene15904,4.57E-42,1.25E-25,6.47E-18,2.89E-33,0,0,0,1.06E-30,1.05E-37,0,0,0,0,0,3.02E-24,3.07E-45
Gene15905,2.66E-18,5.27E-17,5.52E-18,9.01E-20,1.76E-19,2.92E-22,5.87E-14,4.02E-17,7.83E-20,8.49E-18,8.13E-14,1.13E-13,2.62E-19,2.05E-18,7.93E-20,1.03E-16
Gene15906,0.1677012,0,4.20E-07,1.143998,2.418763,0.2586527,0.000271398,0.2117659,5.872575,0.00010192,1.32E-08,0.895635,0,0,0,0.572769
Gene15907,0,0,0,0,0,0,0,0,0,2.509164,0.000921282,3.297675,0,0,0,0
Gene15908,0,0,0,2.95E-32,0,0,0,1.56E-20,0,0,0,0,0,0,1.07E-19,3.88E-21
Gene15909,0.4911765,0.3412109,0.2718765,0.3129523,0.7833566,0.3899666,1.014638,0.8704495,6.05E-10,5.67E-19,0.000713514,0.002627383,0.7705493,1.71986,0.2931713,0.6192873
Gene15910,3.28E-14,2.37E-14,9.76E-17,4.66E-17,5.74E-19,2.99E-20,8.95E-13,0.000408164,1.159276,3.87E-18,8.79E-07,2.68E-21,1.35E-09,2.39E-19,5.11E-10,7.54E-11
Gene15911,7.977406,10.22272,8.932428,9.307444,10.0997,10.43937,14.29147,15.58172,2.294057,2.177106,4.508902,0,17.05449,14.62187,17.37787,17.58695
Gene15912,4.17809,1.582962,1.168316,1.233387,2.010591,1.668964,1.840858,3.710092,10.83209,3.758171,14.89334,4.332264,1.357586,4.492674,2.194421,4.898367
Gene15913,4.99E-10,2.28E-05,0.001562091,0.007780607,0.1267639,0.000193854,4.27E-07,0.2716086,1.85E-11,7.49E-12,0.000391756,3.41E-05,4.15E-06,2.48E-08,4.54E-06,2.17E-07
Gene15914,1.11E-29,1.22E-48,6.88E-32,5.50E-29,6.18E-22,5.97E-34,1.08E-47,5.82E-33,5.94E-05,0,0.02475493,2.46E-28,2.11E-28,2.17E-29,2.92E-28,2.54E-39
Gene15915,8.789717,8.357929,6.712829,9.599197,15.00169,8.857987,8.352952,7.567656,0,0,0.07836021,0,10.58633,6.717191,11.04293,11.78749
Gene15916,19.47738,17.95074,11.98314,13.40711,28.48035,18.48074,17.92493,18.85165,0,0,0,0,23.60331,21.62365,19.39116,31.5519
Gene15917,5.54334,3.783883,7.172282,6.885215,8.236324,12.54512,23.46907,25.59918,21.10943,8.171409,33.81423,5.582887,27.7352,28.24642,27.28339,26.82893
Gene15918,0,0,0,0,0,1.73E-49,0,0,0,3.53E-32,0,0,0,2.61E-33,0,0
Gene15919,0.6810382,0.5987348,1.041415,0.3508587,1.262536,1.568968,0.9670891,2.154928,2.32E-22,0,0.7205574,0,1.485454,0.6784739,1.897673,1.326199
Gene15920,1.85979,2.487831,3.306623,3.050473,7.346775,8.030687,11.44496,15.20715,14.78123,6.217018,29.54538,6.648559,52.11627,46.5231,38.78125,63.22352
Gene15921,0,0,0,0.1192613,0,0,0,0,0,0,0.5920108,0,0,0,0,0
Gene15922,3.126211,5.769422,1.966992,9.666611,13.13588,7.3514,7.004317,5.04603,1.104185,0.47034,2.633329,0,6.62016,3.385307,5.218546,3.157723
Gene15923,0.2469038,5.92E-05,0.2128529,0.1430847,0.2034898,0.1614137,3.284847,2.593211,0.147756,2.54E-18,1.161313,2.40E-18,0.4273008,2.180806,0.1480711,1.297485
Gene15924,0,0,0,0,0,0,0,0,0,0,0,0,0.9374648,0.6696558,1.663449,0.790861
Gene15925,5.539324,5.400918,3.270138,6.679401,6.992387,6.06491,4.701372,4.599397,16.16399,13.04211,13.62541,3.89E-07,5.397376,3.051507,10.49089,5.606979
Gene15926,7.143161,6.527271,8.64306,8.85328,12.41742,7.841096,7.667128,7.035279,53.38103,31.84825,77.71498,64.3478,7.28875,6.986974,3.813462,8.020143
Gene15927,0,0,1.00E-23,0,1.07E-16,0,4.28E-07,1.95E-19,1.090577,0.4230556,1.490817,0.6123656,3.13E-17,0.1354713,4.10E-24,0
Gene15928,0,0.07047603,0,0,0.07041056,0,0,0,3.692762,2.286065,0.1864662,7.205295,0.07535872,0,0,0.1326141
Gene15929,10.72371,11.07706,9.004489,14.14709,18.33483,12.76194,14.97174,14.84181,50.06849,17.75916,50.95454,6.958733,13.13439,17.9305,17.75644,17.46219
Gene15930,7.54E-21,7.44E-20,3.13E-20,1.97E-19,0,3.87E-16,1.51E-10,3.01E-13,1.88E-11,1.43E-18,8.87E-06,0,4.69E-09,3.67E-07,2.49E-15,3.21E-15
Gene15931,0,0,0,0.0242499,0,2.44E-38,0,2.90E-07,0,0,8.96E-05,0,7.66E-17,0.8786943,0.09461065,2.78E-10
Gene15932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene15933,6.44E-21,7.61E-11,2.18E-19,8.67E-17,1.08E-17,1.55E-19,2.17E-23,1.90E-19,2.87E-31,1.41E-27,8.20E-22,2.21E-28,1.78E-14,7.64E-29,4.15E-27,7.42E-16
Gene15934,0.006681593,2.05E-19,1.44E-20,4.82E-21,0.2651963,4.53E-21,3.13E-21,0.7453432,3.83E-20,5.19E-16,3.87E-20,2.02E-21,3.13E-10,4.59E-20,8.65E-21,2.58E-21
Gene15935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene15936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene15937,0.2374518,0.7758651,0.1805309,0.4494836,1.004465,0.2976091,0,0.3525252,0,0,0,0,0,0.2490454,0.1879883,0.7234837
Gene15938,0,2.34E-46,0,6.84E-31,1.27E-31,3.61E-32,0,4.26E-50,9.40E-30,2.07E-29,1.14E-30,0,4.35E-55,1.30E-48,3.51E-35,0
Gene15939,2.069869,2.739062,2.863043,2.631934,5.386634,4.361854,9.493026,10.69477,6.453525,0.9264521,4.532672,0.4680171,10.53972,10.81784,9.336756,7.994061
Gene15940,9.564899,8.200012,9.747659,10.03813,14.9072,11.21457,18.66413,22.58037,10.76785,3.355133,23.89114,4.662531,24.0081,44.87301,29.46888,23.40013
Gene15941,3.705029,4.075622,3.856555,4.476056,7.105637,16.82079,13.58486,6.350281,4.361123,2.056138,3.820104,2.441879,18.46089,12.28281,19.62272,8.86431
Gene15942,3.15343,3.869552,3.566263,3.938649,6.154097,6.095069,14.95024,16.92076,12.60777,2.182495,20.4713,0.6323261,19.07286,21.19606,21.42748,19.97411
Gene15943,3.143702,4.069987,3.602941,4.377997,3.14884,2.715579,2.894992,0.86156,3.716213,5.44272,3.407322,1.333891,0.477024,1.659503,1.086106,0.2492278
Gene15944,0,0.1992533,0,0.4098086,0.1948976,0.0872856,0.1650733,0.2081731,1.642463,0.9486231,1.402248,0.2168604,0.8610719,0.502005,0.9075339,2.023523
Gene15945,0,0,0,0,0,0,0,3.31E-49,0,0,0,0,0,0,0,0
Gene15946,4.740113,5.691049,3.360105,7.112599,11.10664,8.611476,11.35113,11.85056,1.530525,0.891303,5.269787,0.6367345,13.28098,13.24467,19.39883,14.11738
Gene15947,34.71875,32.97525,32.76308,26.31113,23.93867,34.49898,31.04283,32.69093,19.34736,1.057425,16.73611,2.099422,29.95255,30.89452,36.18914,30.17209
Gene15948,1.39E-19,5.16E-20,2.31E-12,0.002159182,1.09E-18,1.964132,0.2850565,4.031146,1.13E-16,0,2.45375,1.35E-15,3.287261,4.034866,2.778416,5.233469
Gene15949,2.879062,2.212337,3.81897,1.405218,1.96144,2.47665,6.26872,5.09494,2.597924,0.2296006,2.155957,0,4.974952,4.557833,5.865819,6.065243
Gene15950,6.39E-23,2.61E-23,2.09E-26,0.3717978,0.0790321,0.32461,0.1696669,0.06010445,0.08574774,7.06E-06,0.5328831,1.43E-14,0.07412779,0.3472352,0.07844985,1.013974
Gene15951,6.237632,5.533371,6.9598,6.005817,4.432329,8.526232,17.32452,18.28515,6.915391,1.041999,13.14802,2.478274,16.01904,16.58307,15.58474,17.28741
Gene15952,0.2228738,0.3367811,0.6036085,1.861579,2.561804,4.40564,2.789574,2.833992,7.85,3.327806,8.927548,2.074443,5.708258,6.49789,6.916357,7.505508
Gene15953,13.21351,17.33454,18.67117,17.32637,9.166293,11.98343,12.12672,10.72647,0,0,0,0,6.558709,10.24476,2.469089,8.231527
Gene15954,29.90755,21.01172,19.66228,20.04175,15.79851,14.61714,9.111972,8.584132,22.70597,50.2278,23.67005,55.39133,6.227483,5.95201,3.406635,3.307992
Gene15955,12.78854,11.71449,12.7183,12.30982,21.70341,27.77654,35.75882,36.62857,33.55251,4.655371,31.07737,7.972967,39.37047,43.20259,35.10869,31.88732
Gene15956,10.97894,9.560372,3.560155,6.221467,5.757995,12.5558,14.07293,12.37894,3.673237,1.616429,5.110996,2.968392,12.64691,14.80657,11.11243,11.78024
Gene15957,1.81E-21,1.78E-48,8.21E-41,0.5986158,0.6515197,1.04E-31,3.11E-44,4.85E-38,7.37E-47,8.93E-24,7.22E-38,8.16E-35,4.46E-43,1.66E-39,4.29E-36,2.89E-45
Gene15958,7.59E-12,5.94E-07,7.03E-09,4.12E-11,0.1760846,9.06E-09,1.36E-06,0.1186535,2.65E-12,0.7003168,0.000716365,0.09944697,0.007551356,5.74E-12,0.06213199,2.98E-09
Gene15959,0.3815484,0.9908896,0.14677,0.1498604,0.8677151,0.2421629,0.3479767,1.430038,0,0,0,0,0.4350922,1.97E-71,0,0
Gene15960,1.573241,1.28914,1.092025,0.3633011,0,1.716787,0,0.0782413,0,0,0,0,0.3565713,0.2233589,0.3790266,0.3225685
Gene15961,6.633684,5.061366,7.824708,7.572598,9.740985,11.22676,11.56243,11.69451,8.365164,1.504345,8.942264,1.141371,15.81683,14.06802,13.17124,12.67316
Gene15962,7.205047,12.03536,8.154031,5.094616,2.483795,5.097092,1.638293,3.294675,1.61E-18,0.1810881,1.904905,5.26E-08,2.668154,1.96624,2.00839,2.930245
Gene15963,3.56E-43,8.28E-58,0.3848131,2.43E-55,3.85E-49,2.91E-48,0.1267966,0.0525556,0.5950043,0,0.7097161,3.59E-43,0.08090476,0.07581899,1.46E-42,1.32E-41
Gene15964,0.9797003,0.8003229,0.3543121,0.3834139,0.1995498,0.6999617,0.5482051,0.7867873,2.77E-20,2.14E-15,3.13E-20,8.35E-18,0.8236814,0.4873568,0.3973296,1.287003
Gene15965,12.42827,15.79357,14.83203,17.55249,21.79019,21.66677,27.50697,26.278,12.52698,6.860472,28.31835,4.953577,37.88233,38.72957,40.81607,45.96426
Gene15966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67E-05,0
Gene15967,2.325631,1.447792,2.739899,1.116985,3.869245,5.902598,4.388444,6.412737,6.10E-24,2.69E-31,5.86E-25,6.77E-21,0.8713452,3.677272,2.360461,2.790356
Gene15968,9.592505,10.78679,12.08337,12.27069,12.02183,15.71738,15.93476,16.16221,1.131302,0.13502,2.145431,0,12.70763,10.57062,11.01785,13.6611
Gene15969,5.949606,3.890883,4.826671,2.016763,4.182162,6.240126,7.485639,6.292787,0,0,0,0.6553916,3.773191,3.693836,0.8783201,6.698936
Gene15970,4.48E-36,2.95E-45,0,1.07E-20,4.29E-39,0.1097986,1.39E-55,9.61E-60,4.20E-29,0,3.50E-24,1.38E-35,4.25E-32,0.1264051,2.45E-22,2.58E-46
Gene15971,35.59353,42.84137,38.14266,38.95216,38.63454,30.09063,29.47653,21.89887,19.34249,23.18999,25.89914,27.13722,34.31664,28.87162,34.62746,33.46691
Gene15972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene15973,0,0,0,0,0,0,0,3.98E-36,0,9.01E-62,0,0,0,0,1.60E-05,0
Gene15974,0,0.1915964,0.4903254,0.4797633,0.7051918,1.432388,1.043664,0.5601487,0.2952512,0.09148744,0.1442345,0,0.485732,0.3927889,0,0.4352914
Gene15975,4.034478,3.561228,2.315444,5.509812,3.816793,7.822811,10.21114,9.539234,4.057059,1.532509,8.228026,1.062917,7.195505,9.992231,11.62584,10.2707
Gene15976,0.01394626,1.42E-13,0.02155525,0.11989,0.1909122,4.63E-11,4.63E-08,0.006512197,0.000455333,0.04661604,0.890899,5.79E-06,5.59E-08,0.01306364,0.08891541,0.190125
Gene15977,8.29349,7.311984,4.707444,4.514473,1.625894,7.373355,10.24901,12.11103,7.465235,4.873408,13.88302,15.13293,12.1411,11.01276,7.11441,20.05138
Gene15978,14.3503,11.49636,17.05306,15.91457,14.52811,10.88351,10.13491,13.69631,13.62706,2.131825,30.67766,6.558918,3.585173,4.583748,8.172163,7.645935
Gene15979,1.937443,2.538707,2.299755,5.19333,5.618153,1.643939,0.9394652,0.3965056,0,0,0.439562,0,0.5927604,0.3988523,0.7255977,0.309045
Gene15980,0.7216276,1.447312,0.2109115,0.9292413,2.104625,3.635379,4.986739,6.510138,27.34482,9.838567,53.27693,0,4.754886,5.414492,7.223904,5.454638
Gene15981,16.06195,17.28776,19.76484,18.57515,11.49624,17.73257,28.49901,28.17445,21.50749,8.185526,29.07254,5.982494,37.08115,37.95493,38.725,36.11413
Gene15982,0.5019186,0.5636415,1.185752,2.508821,1.314866,0.4822643,2.605373,1.77795,1.74E-20,0,0.5380611,0,1.066507,3.385538,3.464492,3.892647
Gene15983,0,0,0,0,0,0,5.68E-17,0,0,0,0,0,0,0,8.81E-20,0
Gene15984,0,0,0,0,0,1.944439,0.4757377,0.1312211,0,0,0,0,0,0,0.2063909,0
Gene15985,3.733338,8.350871,6.835329,6.170812,4.845406,9.260236,4.938049,5.23695,13.07794,13.82376,4.348025,5.74767,5.087858,5.176263,2.793354,3.049141
Gene15986,25.86208,32.07988,19.52606,32.94383,1.26155,10.70434,10.36692,9.704342,0,0,0,0,9.739938,7.642973,4.440022,10.38123
Gene15987,29.56798,12.00311,18.79737,7.0587,22.90855,20.01256,15.30743,16.39807,0,0,0,0,15.64864,16.49058,15.91406,16.32364
Gene15988,6.12E-31,0.1904392,9.49E-21,1.36E-12,7.13E-22,5.16E-28,1.38E-20,0.1360962,1.10E-21,0,1.09E-54,0,7.616723,1.155601,3.512226,6.15429
Gene15989,14.53007,11.90141,13.15451,13.13071,7.693534,9.485988,10.52315,6.61729,0,0,0,0,5.459895,23.68555,11.18156,5.104044
Gene15990,3.721292,2.253422,2.604082,1.808455,0.7675677,2.815197,8.941126,6.488247,0,0,0,0,5.622931,4.099444,5.068484,10.68192
Gene15991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene15992,0,0.2037908,0.3571436,0.5732847,1.000435,0.3490246,0.3518338,0.5152233,0.3160239,0.09381928,0.1504219,0,0.5315627,0.4215067,0,0.4747316
Gene15993,20.92608,15.15539,19.42829,21.33765,22.94922,24.3371,26.31711,27.19389,3.704203,0.9050308,9.293749,3.301288,24.97938,24.26463,28.43351,24.71579
Gene15994,0.5351907,1.040747,0.1999916,0.6048627,1.35111,2.110718,3.848767,4.851113,1.191761,0,8.267676,0.4714515,8.635462,8.042489,6.225026,8.497946
Gene15995,18.25139,20.56566,21.73479,24.31352,32.7892,24.2291,38.23229,32.638,14.18213,3.500679,5.182452,0,45.83652,54.33363,52.11392,38.21443
Gene15996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47E-26,0
Gene15997,3.387724,3.968907,3.258067,4.864527,8.273383,4.428498,4.649382,6.47859,8.807999,0.6263111,4.371051,0.06642491,5.623146,5.495353,4.659596,4.029056
Gene15998,0.9845243,1.170732,1.049863,1.437226,2.040041,1.30693,3.601133,2.802274,0,0,0,0,3.48405,4.44296,4.810067,4.655671
Gene15999,7.916651,7.859424,9.366488,6.13036,10.39626,9.306179,10.98252,9.871352,1.506696,0,1.48157,0,10.08201,12.79653,11.05579,12.18068
Gene16000,15.80424,18.82152,20.29595,19.23616,37.32961,32.44901,33.39688,32.99753,49.13867,20.67359,32.3658,10.24218,36.66553,33.4007,30.32596,22.9572
Gene16001,0.2097128,0,0.07903388,0.7948624,0.6377205,0.405324,0.7994581,0.8892895,12.52792,1.295218,19.01843,4.476837,1.287138,1.506093,0.8104789,0.683518
Gene16002,5.527615,2.604473,5.915622,7.122698,5.521221,22.39627,23.64853,20.12907,0,0,0.1482196,0,18.73792,31.20879,29.24006,17.3996
Gene16003,10.84265,8.085745,9.302556,8.382287,14.75444,8.343124,16.43733,17.93471,0,0,0.1972146,0,23.504,13.44707,29.48497,19.55983
Gene16004,2.825948,2.625552,3.004162,2.015399,3.371826,4.446315,5.743829,8.537446,6.073108,3.171924,11.76723,0.8392355,5.447764,5.614051,6.205919,8.797618
Gene16005,5.974652,4.574936,6.376835,5.227281,7.205005,6.446038,4.728056,5.933546,2.42E-18,3.38E-19,1.76E-23,2.94E-23,23.26526,22.77056,37.50667,23.9898
Gene16006,5.10173,3.645696,4.157218,1.891295,3.709703,5.138987,7.982073,5.162461,0,0,0,0.6333366,3.278416,3.312001,0.8359731,5.605574
Gene16007,3.235796,1.045129,1.720841,0.2305144,0.7087687,5.829225,9.700548,12.60275,1.964043,2.81E-09,6.797268,8.73E-08,15.39381,13.54486,9.938598,11.92455
Gene16008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene16009,0,0.08865471,0.09257627,0,0.08518504,3.11E-37,0,3.52E-35,0,0,0,0,1.164253,2.177502,0.8214202,0.8740912
Gene16010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene16011,0.2122286,0.1574252,0.2481111,0.262365,0.4727606,0.5632871,3.23E-11,0.5847451,0.08115022,0.7247357,0,0.607722,0.2689427,0.2508133,0,0.4797779
Gene16012,1.066278,1.734648,0.1984636,0.3985796,1.702696,1.651992,0.2336789,1.806457,0.7082281,0.2881489,0.09275182,0,0.1958983,0.6408849,0,0.3539144
Gene16013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene16014,1.088151,1.264292,1.199421,1.574051,4.507692,4.64784,8.313634,11.2857,4.058125,1.102958,7.760531,0.1511661,10.315,10.17799,11.2662,9.637365
Gene16015,7.358974,10.51884,7.036944,8.163538,13.09053,7.348101,12.37131,10.77506,99.93775,61.98516,153.0862,29.4065,7.921461,12.27535,9.745087,4.27366
Gene16016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene16017,1.39215,1.858725,1.074894,2.251358,0.8808452,0.7642125,1.782544,1.839042,8.48E-21,0,0.1757445,0,4.793249,3.381836,3.948423,3.395061
Gene16018,0.6702191,0.3367489,0.4303446,1.356892,1.458143,0.6045812,1.190251,1.345794,0,0,0,0,0.6027672,0.4899449,0.2373727,1.492705
Gene16019,7.195414,17.33163,9.933796,10.53064,7.378447,15.29767,14.53092,21.44575,1.752963,1.365465,12.9201,0.7852075,26.79918,16.17157,16.57375,23.28054
Gene16020,10.81995,0.8289042,9.22769,8.530913,11.40027,6.114664,13.84414,8.676673,18.95684,3.716797,10.44653,1.501135,0.04518833,10.79098,13.14746,5.131824
Gene16021,1.45E-38,3.58E-36,2.63E-19,4.28E-20,1.01E-20,6.24E-20,3.56E-35,1.18E-34,1.87E-20,1.33E-33,3.62E-39,0,1.55E-39,1.30E-38,2.98E-36,2.69E-35
Gene16022,11.22678,8.61748,10.98231,13.4063,13.00929,15.93985,19.31423,22.6648,4.964318,1.687541,9.330967,1.376867,24.36868,25.63563,26.25407,23.30988
Gene16023,0,0,0,0,0,0,0.9145822,0,0,0,0,0,0,0,9.077401,0
Gene16024,32.96329,42.05785,32.5674,41.37112,35.06137,40.07483,35.81325,32.20354,36.63783,1.30781,49.59497,65.80733,28.6991,30.10439,32.14634,22.1078
Gene16025,11.27659,0.1180398,9.746931,8.620556,0.1734788,1.498509,8.78E-08,4.047222,34.97139,42.39,32.11764,15.43006,8.033478,6.981503,8.654994,7.868559
Gene16026,1.110149,1.00636,0.6682121,1.316719,1.034992,2.489872,3.770259,4.673998,8.390008,0.4305928,16.00373,1.947033,5.368051,7.341043,7.032171,6.799975
Gene16027,0.104265,0.2830289,0.5878179,0.9382683,0.05540542,0.1963147,0.2809404,0.1160033,3.364164,3.266998,5.225367,1.281386,0.05870703,0.1655655,0.1862594,0.2639085
Gene16028,0,0.6075316,0,0.8645665,0.6652187,2.623806,2.444882,1.512774,0,0,0.5271115,0,1.986431,2.976793,2.385133,3.36676
Gene16029,0.1483134,0,0,0,1.508181,0,0,0.4388591,0,0,0,0,0,0,0,0.1470165
Gene16030,8.581288,12.42126,8.391659,11.54847,11.95703,10.05288,13.0698,14.10334,1.341449,0.1383941,1.177296,0,14.55464,15.11168,13.72957,16.60049
Gene16031,1.19E-26,0.06576314,7.33E-32,0.06561767,1.73E-32,5.25E-26,8.25E-15,0.1676526,3.35E-26,1.24E-30,6.26E-36,3.71E-27,5.25E-27,0.02309559,3.58E-33,0.08996393
Gene16032,3.06E-23,0,0,0,0.1835015,3.20E-13,0,0.1255799,0,0,1.09E-15,4.01E-17,4.10E-05,0.005277307,0,0.04978307
Gene16033,72.48,69.17675,76.52825,74.59882,83.64828,67.6531,50.54365,49.95206,40.99023,25.77438,29.1716,18.70966,57.60118,57.49325,59.16293,54.98822
Gene16034,2.625403,1.469873,1.528936,2.628891,5.174542,7.663265,11.47364,15.71659,14.4401,0.2776652,18.36858,0,10.32121,15.28703,12.63766,10.42021
Gene16035,10.74339,14.94228,13.93912,16.70785,33.54044,34.43359,30.2999,31.28098,127.4717,80.03455,84.58568,17.7724,29.03423,31.52141,29.23772,21.15171
Gene16036,20.48986,21.029,20.72062,22.58189,23.14186,28.09165,27.94492,26.21351,13.47781,3.342966,27.1446,8.997499,45.04833,38.85188,43.75512,35.88628
Gene16037,3.67153,3.917704,6.961864,7.334819,4.213061,20.60481,39.48136,42.29915,10.96891,2.848233,24.85989,1.712052,43.18111,51.32313,50.07914,54.20842
Gene16038,4.506971,4.482814,4.388991,7.542209,12.98603,8.559891,9.192358,10.62462,187.4919,164.4276,181.4108,110.9833,12.78715,9.706157,11.99202,11.60119
Gene16039,3.646773,2.212362,3.143811,4.994067,1.913526,2.310576,1.295029,1.365306,1.61E-21,4.62E-15,0.06116702,0,1.47172,1.507067,1.299743,4.147363
Gene16040,30.39568,45.42337,38.0725,45.90972,52.8064,43.36653,48.99837,49.45726,14.17785,13.79185,21.88669,6.558905,44.02928,45.20509,43.85062,46.07573
Gene16041,0.438224,0.003996181,1.519704,0.9874978,0.001759675,2.498924,0.1681135,0.006205069,0.04295476,0.09094598,0.005514478,0,0.005879223,0.005612033,0.04500444,1.339684
Gene16042,0.2634362,0.3798731,0.4382498,0.6388289,0.2306237,0.18246,0.2428523,0.3468861,0,0,0.206167,0,0.08941117,0.2925477,0.2399399,0.2805179
