gene,A1,A2,A3,A4,I1,I2,I3,I4,L1,L2,L3,L4,S1,S2,S3,S4
Gene14204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14205,1,2,1,3,1,2,3,3,0,0,4,1,2,3,3,5
Gene14206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gene14207,6,5,6,6,5,7,13,14,6,0,8,1,17,17,18,17
Gene14208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14209,4,5,4,5,10,6,9,9,0,0,0,0,12,10,10,11
Gene14210,1,0,1,0,0,0,2,2,0,0,1,0,2,2,1,3
Gene14211,1,3,1,2,0,3,2,2,0,0,0,1,2,3,3,5
Gene14212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene14213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14214,6,4,5,7,13,14,19,21,5,1,1,0,24,26,33,24
Gene14215,3,0,6,2,1,4,8,15,6,0,6,0,17,5,15,8
Gene14216,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Gene14217,30,29,34,26,18,22,16,14,11,1,11,2,8,12,14,12
Gene14218,6,6,6,8,16,10,11,13,4,2,6,2,9,11,9,9
Gene14219,1,1,1,2,2,0,0,1,0,0,0,0,1,0,1,1
Gene14220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14221,55,62,63,62,81,84,75,73,88,35,79,36,84,81,86,82
Gene14222,5,2,0,2,2,6,10,14,8,41,5,22,11,10,13,5
Gene14223,4,6,7,6,5,9,10,11,2,3,8,1,6,8,10,5
Gene14224,9,7,8,7,5,11,16,17,0,0,0,0,19,16,22,17
Gene14225,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,3
Gene14226,3,1,2,1,1,2,1,2,0,0,0,0,0,0,0,1
Gene14227,6,7,7,13,9,7,4,0,1,4,2,0,3,6,2,5
Gene14228,1,1,2,1,4,3,12,12,3,0,8,0,13,14,20,20
Gene14229,3,3,2,3,3,4,7,7,0,0,1,0,8,7,8,7
Gene14230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14231,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Gene14232,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1
Gene14233,0,0,3,0,4,0,0,1,0,0,0,0,1,0,2,0
Gene14234,22,16,22,18,10,17,34,32,0,0,0,0,43,37,41,30
Gene14235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14237,0,0,0,0,2,0,0,0,2,0,2,0,0,0,3,1
Gene14238,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
Gene14239,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Gene14240,15,20,16,14,38,29,26,21,14,14,13,2,26,25,21,22
Gene14241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14242,5,1,1,0,2,5,9,11,0,0,0,0,7,6,14,8
Gene14243,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1
Gene14244,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1
Gene14245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14246,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
Gene14247,1,1,1,1,1,1,2,3,0,0,0,0,5,3,3,3
Gene14248,0,1,0,0,2,1,1,2,0,0,0,0,2,1,1,2
Gene14249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14251,10,16,11,13,20,9,9,11,12,16,8,13,9,9,8,6
Gene14252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14253,9,6,6,11,10,9,17,18,8,1,6,1,20,19,17,17
Gene14254,2,2,2,3,3,4,5,7,0,0,3,0,5,6,5,6
Gene14255,13,12,15,15,16,10,11,10,3,0,0,0,7,9,9,10
Gene14256,6,7,7,4,6,11,16,17,3,3,8,0,14,14,15,17
Gene14257,9,11,9,8,16,14,15,13,3,1,8,0,11,13,8,9
Gene14258,8,8,5,6,10,5,2,2,1,0,1,1,10,2,6,2
Gene14259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14262,10,6,5,6,5,6,6,6,5,2,7,3,6,9,4,6
Gene14263,1,5,3,4,3,6,5,5,14,3,16,6,1,5,3,1
Gene14264,2,3,3,4,6,3,3,3,0,0,0,0,5,2,2,3
Gene14265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14266,6,5,2,8,10,10,5,2,15,19,2,0,7,3,10,8
Gene14267,1,2,2,1,1,4,5,9,0,0,0,0,7,9,4,7
Gene14268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gene14269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14270,4,6,2,4,2,5,8,8,4,1,5,2,9,9,11,10
Gene14271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14272,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
Gene14273,1,1,2,1,2,1,1,0,1,0,0,0,1,1,2,2
Gene14274,1,2,3,2,3,3,1,1,2,0,1,1,2,2,4,4
Gene14275,0,1,0,1,4,3,2,1,0,0,0,0,2,1,0,1
Gene14276,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0
Gene14277,3,2,2,1,1,1,2,3,0,0,0,0,2,2,5,1
Gene14278,15,11,11,13,12,11,11,14,6,4,10,13,8,8,7,9
Gene14279,13,16,14,12,13,18,18,17,12,6,13,1,21,22,23,21
Gene14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14284,1,1,2,3,1,3,2,1,0,0,0,0,2,1,2,2
Gene14285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14286,15,15,13,18,7,9,10,9,2,1,2,0,6,7,10,15
Gene14287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14289,4,3,6,5,2,9,9,12,5,0,7,0,14,10,13,15
Gene14290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14291,0,0,0,0,0,0,0,0,5,1,7,9,0,0,0,0
Gene14292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gene14293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14295,8,1,6,6,1,4,7,6,0,0,0,0,4,2,6,5
Gene14296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14299,1,2,1,2,3,2,2,2,4,0,1,0,9,8,14,9
Gene14300,11,10,13,11,24,22,28,26,37,16,50,22,41,50,54,34
Gene14301,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Gene14302,4,3,10,7,5,8,7,10,1,0,3,1,6,8,14,9
Gene14303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gene14305,1,2,2,1,1,1,3,3,0,0,0,0,3,1,2,1
Gene14306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14307,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1
Gene14308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14309,6,7,6,5,1,2,1,2,0,0,0,0,1,0,2,1
Gene14310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14311,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,4
Gene14312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14313,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1
Gene14314,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,1
Gene14315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14316,0,0,1,1,2,2,2,4,4,0,7,0,4,4,3,4
Gene14317,2,1,2,2,1,2,2,2,0,0,0,0,2,3,3,3
Gene14318,1,1,0,0,3,1,1,2,0,0,0,0,2,0,0,1
Gene14319,2,2,2,2,4,5,8,8,2,0,4,0,8,6,5,7
Gene14320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14322,1,1,0,3,3,4,4,3,10,5,21,5,11,5,7,9
Gene14323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gene14324,14,14,16,14,14,15,21,20,9,5,8,3,24,21,24,23
Gene14325,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
Gene14326,13,16,15,18,11,8,9,17,0,0,0,0,12,16,15,20
Gene14327,0,0,0,0,0,0,5,4,0,0,0,0,4,4,4,9
Gene14328,5,2,3,3,3,6,7,7,8,0,11,1,9,12,12,7
Gene14329,5,3,5,4,7,12,16,15,8,0,13,3,18,20,19,19
Gene14330,4,6,5,4,5,2,5,3,0,1,0,0,3,2,1,2
Gene14331,19,19,20,21,25,23,43,37,10,2,17,1,39,33,40,37
Gene14332,15,18,14,18,33,25,16,20,30,20,17,13,20,25,14,17
Gene14333,4,4,5,3,3,6,12,13,3,0,6,0,15,14,13,12
Gene14334,7,5,5,5,2,3,4,4,34,55,24,36,2,1,4,3
Gene14335,0,2,3,2,0,1,2,0,0,0,0,0,0,4,0,3
Gene14336,11,10,11,9,9,17,15,15,6,0,7,4,17,18,16,11
Gene14337,0,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0
Gene14338,8,5,2,6,4,6,11,8,1,0,3,1,12,8,8,8
Gene14339,1,1,0,1,0,0,1,3,1,1,3,0,3,4,2,4
Gene14340,8,7,10,8,13,14,15,17,12,3,8,1,16,15,14,12
Gene14341,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,7
Gene14342,2,2,1,4,5,3,3,3,0,0,0,0,0,3,0,0
Gene14343,63,62,59,68,75,63,54,51,36,24,27,27,51,52,53,40
Gene14344,1,0,2,1,0,1,7,4,0,0,2,0,5,12,12,12
Gene14345,6,7,6,5,6,7,5,8,0,0,0,0,11,7,3,8
Gene14346,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,2
Gene14347,2,3,2,3,1,1,1,2,0,0,0,0,2,0,0,1
Gene14348,1,0,1,0,1,4,10,13,0,0,0,0,9,11,16,24
Gene14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14350,18,20,19,18,10,13,18,21,6,3,6,4,9,9,11,12
Gene14351,1,0,1,0,0,1,2,2,0,0,1,0,2,2,3,2
Gene14352,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
Gene14353,0,0,1,1,0,1,1,1,0,0,1,0,0,3,0,1
Gene14354,7,7,3,8,5,14,17,17,9,2,15,4,21,17,21,17
Gene14355,11,11,14,14,13,24,26,24,25,3,30,4,33,35,28,28
Gene14356,6,3,6,5,9,18,20,19,29,1,21,2,20,19,21,15
Gene14357,1,4,4,5,5,5,5,3,1,1,4,1,5,4,5,5
Gene14358,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Gene14359,0,0,1,1,3,1,3,4,0,0,0,0,2,2,2,2
Gene14360,3,2,2,1,4,7,10,12,1,0,1,0,13,9,3,9
Gene14361,3,4,5,4,14,13,12,12,19,8,10,6,17,17,15,7
Gene14362,6,9,7,8,7,13,12,11,11,1,5,0,10,12,11,12
Gene14363,11,16,13,16,10,13,18,19,5,0,5,1,20,19,21,21
Gene14364,0,0,0,0,1,1,2,4,0,1,1,0,5,1,0,3
Gene14365,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1
Gene14366,53,60,59,60,83,75,50,56,96,91,58,44,58,69,67,51
Gene14367,1,1,4,0,0,0,3,1,0,0,0,0,0,0,0,0
Gene14368,8,7,8,6,2,3,2,3,0,0,0,0,3,2,3,3
Gene14369,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gene14370,3,2,2,3,4,4,6,5,0,1,6,1,4,5,5,6
Gene14371,304,369,304,292,202,232,217,215,78,46,62,66,188,151,159,219
Gene14372,3397,3439,3241,2596,2256,2826,2062,1805,2624,4745,1919,4611,1819,1732,1525,1773
Gene14373,7,7,10,11,8,8,10,10,1,0,3,0,18,18,18,17
Gene14374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14375,7,7,5,6,4,3,5,4,13,5,9,1,3,3,3,4
Gene14376,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Gene14377,15,19,18,18,31,24,28,27,13,13,12,15,33,31,27,29
Gene14378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gene14379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Gene14380,5,5,7,3,8,8,6,8,3,2,6,1,6,7,7,7
Gene14381,1,0,0,0,3,1,1,1,0,0,0,0,1,0,0,0
Gene14382,1,1,1,1,2,2,3,5,2,0,3,0,6,6,6,7
Gene14383,2,2,0,2,1,1,3,3,0,0,0,0,1,1,2,2
Gene14384,9,12,12,13,12,10,8,10,2,2,6,1,13,11,12,11
Gene14385,6,4,3,4,7,7,13,13,6,1,7,1,15,16,13,11
Gene14386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14387,11,11,6,9,9,13,22,22,0,0,0,1,26,18,16,24
Gene14388,7,4,4,4,6,6,4,7,0,0,1,0,4,3,1,2
Gene14389,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Gene14390,19,21,17,20,25,31,26,26,26,8,11,5,34,34,26,30
Gene14391,10,11,11,24,28,15,10,13,8,2,1,0,2,1,5,7
Gene14392,9,13,10,4,12,13,10,10,4,4,5,0,15,13,12,10
Gene14393,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Gene14394,1,1,1,1,1,2,3,4,1,0,0,0,4,4,3,2
Gene14395,5,5,6,7,3,6,9,11,0,0,0,0,10,7,10,10
Gene14396,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0
Gene14397,10,10,10,12,20,19,23,24,32,22,40,7,25,25,21,21
Gene14398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gene14399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14400,3,2,1,2,1,2,2,2,0,0,0,0,1,1,1,0
Gene14401,6,7,7,7,11,13,7,10,5,2,1,1,5,7,7,6
Gene14402,35,36,35,41,41,34,20,16,5,21,6,12,8,18,14,10
Gene14403,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,4
Gene14404,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1
Gene14405,7,4,9,8,7,10,12,12,8,1,10,7,11,12,8,12
Gene14406,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
Gene14407,1,0,1,1,1,0,1,2,2,1,3,0,3,2,2,3
Gene14408,8,5,7,7,10,8,9,11,0,0,0,0,8,10,13,11
Gene14409,12,9,13,8,13,25,32,36,16,4,34,12,42,45,44,39
Gene14410,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,0
Gene14411,4,5,4,6,8,8,8,7,19,8,27,1,8,7,8,7
Gene14412,5,6,4,3,4,6,12,11,4,0,2,0,8,9,13,10
Gene14413,7,2,7,6,4,6,9,6,0,0,0,0,3,3,5,2
Gene14414,3,5,5,4,16,8,16,14,0,0,0,0,10,13,11,16
Gene14415,24,21,24,26,31,33,41,40,49,33,44,25,45,49,45,39
Gene14416,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Gene14417,1,1,0,1,1,0,1,1,15,9,20,7,1,2,0,0
Gene14418,5,4,4,3,2,3,5,6,16,7,25,12,6,6,8,8
Gene14419,5,4,5,5,8,5,9,10,8,1,5,0,10,10,12,12
Gene14420,7,4,5,5,5,7,5,4,1,0,1,0,4,3,4,4
Gene14421,88,84,80,113,152,88,92,95,37,19,41,25,95,98,100,79
Gene14422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14423,6,9,9,8,12,8,9,9,0,0,1,0,9,12,19,5
Gene14424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14425,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0
Gene14426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gene14429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14431,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene14432,0,4,0,0,0,5,4,1,0,0,0,0,9,3,4,0
Gene14433,7,10,4,8,3,8,9,12,58,35,79,55,14,16,18,16
Gene14434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene14435,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,1
Gene14436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14437,3,0,0,0,0,0,12,7,11,0,5,0,6,4,6,9
Gene14438,2,1,0,0,0,3,2,4,0,0,0,0,3,0,0,1
Gene14439,2,1,2,2,4,4,7,9,6,0,4,0,9,8,8,10
Gene14440,12,18,15,15,22,21,24,25,18,3,14,1,26,26,27,26
Gene14441,0,0,0,1,0,0,2,2,0,0,0,0,2,1,2,3
Gene14442,4,2,2,4,3,8,12,12,2,0,4,0,14,13,13,14
Gene14443,1,0,0,0,0,0,3,3,0,0,0,0,3,2,4,3
Gene14444,1,1,2,1,1,2,2,3,0,0,0,0,2,2,1,3
Gene14445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Gene14446,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1
Gene14447,9,9,6,8,8,8,5,5,15,8,11,7,1,0,1,2
Gene14448,1,4,7,3,6,4,1,1,29,266,12,159,1,4,3,1
Gene14449,3,2,2,3,1,1,2,2,0,0,0,0,0,0,0,1
Gene14450,4,3,4,4,3,3,2,2,0,0,0,0,2,0,2,3
Gene14451,26,23,21,21,7,24,15,22,149,83,255,177,12,13,14,17
Gene14452,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1
Gene14453,1,2,1,2,4,2,1,1,0,1,0,0,1,1,0,0
Gene14454,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
Gene14455,1,1,2,1,3,4,12,15,1,0,2,0,14,11,14,15
Gene14456,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0
Gene14457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14458,2,1,1,2,1,2,2,2,12,5,13,4,3,4,4,6
Gene14459,1,2,5,3,4,2,0,1,1,1,0,1,1,1,0,2
Gene14460,3,3,6,4,5,4,3,4,26,26,19,24,3,7,2,4
Gene14461,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1
Gene14462,8,9,9,9,7,11,17,17,8,2,10,2,25,25,26,22
Gene14463,1,1,1,1,1,1,5,4,0,0,0,0,5,3,3,2
Gene14464,9,11,9,9,13,12,17,14,2,2,5,0,17,13,12,13
Gene14465,4,4,5,3,6,6,3,2,1,2,1,0,3,5,6,3
Gene14466,6,4,4,5,0,2,3,3,0,0,0,0,3,2,1,3
Gene14467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14468,10,11,11,11,21,16,21,17,11,4,12,2,20,19,17,16
Gene14469,0,0,0,0,3,1,3,7,0,0,0,0,3,5,4,4
Gene14470,0,0,0,0,0,0,1,2,0,0,0,0,2,2,0,0
Gene14471,19,16,18,16,25,26,35,35,13,6,8,0,32,35,41,29
Gene14472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14473,6,5,5,4,2,3,6,9,0,0,0,0,7,6,9,10
Gene14474,6,6,6,6,7,7,10,11,24,16,23,19,11,11,11,12
Gene14475,19,19,15,19,22,17,16,14,1,4,2,0,17,15,12,20
Gene14476,0,2,0,0,7,2,2,1,17,8,3,0,2,1,3,1
Gene14477,1,1,2,2,2,2,3,7,0,0,0,0,6,7,8,5
Gene14478,1,1,2,2,2,2,1,1,0,0,0,0,0,2,0,3
Gene14479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14480,33,38,36,43,74,55,59,51,49,36,34,12,65,71,64,50
Gene14481,6,5,5,4,11,9,9,8,4,1,3,2,11,11,11,10
Gene14482,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1
Gene14483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14486,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Gene14487,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1
Gene14488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14489,1,2,1,2,1,1,5,3,3,0,2,0,4,4,5,6
Gene14490,6,2,5,6,3,6,9,15,2,0,3,0,11,10,9,8
Gene14491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
Gene14492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gene14493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14494,1,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0
Gene14495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14497,7,5,6,7,8,8,10,9,1,0,2,0,9,9,8,9
Gene14498,1,1,0,1,3,1,1,0,2,2,3,1,1,0,1,1
Gene14499,110,108,113,91,67,133,223,243,112,35,165,35,219,210,202,237
Gene14500,9,9,9,8,8,6,5,5,17,34,16,34,4,5,6,6
Gene14501,19,24,22,26,35,17,25,22,48,39,74,36,18,20,19,21
Gene14502,8,9,9,11,3,13,10,8,1,0,1,0,10,6,6,9
Gene14503,0,1,0,0,1,1,0,3,0,0,0,0,2,2,1,2
Gene14504,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Gene14505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14506,10,14,10,10,15,19,12,12,8,14,4,2,12,9,14,8
Gene14507,2,2,4,2,4,8,14,15,21,3,16,3,19,20,18,15
Gene14508,14,10,19,24,34,22,28,21,0,0,0,0,28,38,30,14
Gene14509,21,36,33,36,59,34,27,25,0,0,0,0,43,47,35,26
Gene14510,14,13,11,9,3,10,9,9,0,0,0,0,5,7,5,11
Gene14511,5,6,5,6,4,3,4,4,0,0,0,0,5,4,4,4
Gene14512,1,1,0,1,3,1,1,1,0,0,0,0,2,2,2,3
Gene14513,5,2,2,1,1,3,2,4,0,0,0,0,5,3,7,5
Gene14514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14516,4,3,5,3,6,7,4,5,1,0,2,0,2,3,4,5
Gene14517,18,17,19,19,24,25,21,22,13,10,12,3,22,21,20,21
Gene14518,1,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0
Gene14519,7,13,8,11,13,10,8,8,0,0,0,0,7,7,5,8
Gene14520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene14521,5,2,5,2,0,7,11,9,28,0,41,3,5,8,6,9
Gene14522,50,36,47,41,38,62,136,153,85,22,122,30,134,143,132,161
Gene14523,3,2,4,1,2,4,5,4,1,1,0,0,7,7,10,8
Gene14524,24,12,25,16,5,19,24,21,1,0,0,0,44,59,49,22
Gene14525,1,2,0,1,3,2,1,2,1,0,3,0,2,3,1,2
Gene14526,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Gene14527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gene14528,52,50,57,54,49,49,49,48,0,0,0,0,68,64,64,64
Gene14529,1,1,1,1,1,1,1,1,0,0,0,0,3,1,2,2
Gene14530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14531,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1
Gene14532,5,3,3,4,10,12,10,10,6,1,5,0,13,7,12,9
Gene14533,0,0,0,0,1,0,0,0,61,38,33,40,1,0,1,2
Gene14534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14536,96,90,94,115,148,122,126,120,34,21,39,14,133,131,153,144
Gene14537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gene14539,4,3,6,8,9,16,22,23,16,1,16,2,25,24,23,19
Gene14540,3,2,2,8,7,14,14,10,15,0,13,4,10,10,10,9
Gene14541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14544,1,5,1,2,2,3,3,4,1,0,0,0,1,5,4,4
Gene14545,2,2,2,1,2,1,3,1,0,0,0,0,2,2,3,2
Gene14546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Gene14548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14549,4,6,7,5,18,14,3,7,0,0,0,0,6,8,11,6
Gene14550,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1
Gene14551,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Gene14552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14553,7,12,8,7,15,18,17,19,6,4,6,3,15,15,15,15
Gene14554,6,7,8,10,6,5,11,8,17,27,23,31,14,17,5,12
Gene14555,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Gene14556,1,1,0,1,1,4,5,5,0,0,1,0,4,6,2,5
Gene14557,7,3,5,6,3,4,4,4,3,5,2,3,4,6,5,4
Gene14558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14559,376,455,381,404,399,237,181,182,0,8,0,0,138,113,134,157
Gene14560,32,33,28,34,35,35,31,31,4,3,7,1,25,28,27,25
Gene14561,16,20,18,23,37,29,22,23,45,23,26,1,25,25,20,20
Gene14562,6,6,6,5,6,6,6,6,1,1,5,1,3,2,4,4
Gene14563,10,11,11,11,14,6,5,5,2,7,2,7,1,2,5,5
Gene14564,1,0,2,0,0,0,4,0,1,0,0,1,1,1,1,0
Gene14565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene14566,3,2,1,4,7,3,5,4,1,1,1,0,3,2,3,2
Gene14567,0,0,1,1,1,1,1,3,0,0,1,0,3,3,2,5
Gene14568,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1
Gene14569,0,0,0,0,0,1,0,1,0,0,0,0,4,4,1,4
